examine,id,members,lowalch,limit,value,highalch,icon,name,price,last,volume
Torag the Corrupted's plate leg armour.,4751,True,110000,15,275000,165000,Torag's platelegs.png,Torag's platelegs,268867,275333,1192
Verac the Defiled's helm.,4753,True,41200,15,103000,61800,Verac's helm.png,Verac's helm,118859,122013,686
Verac the Defiled's flail.,4755,True,64000,15,160000,96000,Verac's flail.png,Verac's flail,97699,96371,195
Verac the Defiled's brassard.,4757,True,112000,15,280000,168000,Verac's brassard.png,Verac's brassard,187142,186602,235
Verac the Defiled's plate skirt.,4759,True,110000,15,275000,165000,Verac's plateskirt.png,Verac's plateskirt,250980,257473,1165
Blunt bronze arrow... ouch.,4773,True,2,11000,5,3,Bronze brutal 5.png,Bronze brutal,144,144,242
Blunt iron arrow... ouch.,4778,True,4,11000,10,6,Iron brutal 5.png,Iron brutal,121,121,2774
Blunt steel arrow... ouch.,4783,True,8,11000,20,12,Steel brutal 5.png,Steel brutal,95,95,18267
Blunt black arrow... ouch.,4788,True,14,11000,35,21,Black brutal 5.png,Black brutal,661,661,0
Blunt mithril arrow... ouch.,4793,True,20,11000,50,30,Mithril brutal 5.png,Mithril brutal,197,197,41339
Blunt adamantite arrow... ouch.,4798,True,38,11000,95,57,Adamant brutal 5.png,Adamant brutal,260,260,139742
Blunt rune arrow... ouch.,4803,True,180,11000,450,270,Rune brutal 5.png,Rune brutal,1015,982,108139
A pile of Zombie Ogre bones.,4812,True,1,3000,1,1,Zogre bones.png,Zogre bones,819,819,1826
Keeps things in place fairly permanently.,4819,True,1,13000,2,1,Bronze nails.png,Bronze nails,3,3,507412
Keeps things in place fairly permanently.,4820,True,1,13000,4,2,Iron nails.png,Iron nails,12,12,677377
Keeps things in place fairly permanently.,4821,True,4,13000,12,7,Black nails.png,Black nails,1959,2004,770
Keeps things in place fairly permanently.,4822,True,7,13000,18,10,Mithril nails.png,Mithril nails,42,42,116380
Keeps things in place fairly permanently.,4823,True,18,13000,45,27,Adamantite nails.png,Adamantite nails,118,118,64318
Keeps things in place fairly permanently.,4824,True,88,13000,220,132,Rune nails.png,Rune nails,817,812,114095
An unstrung composite ogre bow.,4825,True,36,10000,90,54,Unstrung comp bow.png,Unstrung comp bow,1047,1047,4
A composite ogre bow.,4827,True,72,70,180,108,Comp ogre bow.png,Comp ogre bow,1046,1054,257
Ancient ogre bones from the ogre burial tomb.,4830,True,1,7500,1,1,Fayrg bones.png,Fayrg bones,5558,5558,86
Ancient ogre bones from the ogre burial tomb.,4832,True,1,7500,1,1,Raurg bones.png,Raurg bones,8438,8438,61
Ancient ogre bones from the ogre burial tomb.,4834,True,1,7500,1,1,Ourg bones.png,Ourg bones,56110,54639,4466
"4 doses of Relicym's balm, which helps cure disease.",4842,True,90,2000,225,135,Relicym's balm(4).png,Relicym's balm(4),963,986,16194
"3 doses of Relicym's balm, which helps cure disease.",4844,True,80,2000,200,120,Relicym's balm(3).png,Relicym's balm(3),500,500,157
"2 doses of Relicym's balm, which helps cure disease.",4846,True,60,2000,150,90,Relicym's balm(2).png,Relicym's balm(2),395,395,2064
"1 dose of Relicym's balm, which helps cure disease.",4848,True,30,2000,75,45,Relicym's balm(1).png,Relicym's balm(1),129,129,60
A key which opens coffins! (Opens the locked coffins in the cave at Jiggig).,4850,True,40,3000,100,60,Ogre coffin key.png,Ogre coffin key,2087,1998,1901
Ahrim the Blighted's leather hood.,4860,True,5200,15,13000,7800,Ahrim's hood 0.png,Ahrim's hood 0,227403,227403,80
Ahrim the Blighted's quarterstaff.,4866,True,34000,15,85000,51000,Ahrim's staff 0.png,Ahrim's staff 0,173095,172386,502
Ahrim the Blighted's armoured robe top.,4872,True,20000,15,50000,30000,Ahrim's robetop 0.png,Ahrim's robetop 0,4379195,4396778,302
Ahrim the Blighted's armoured robe skirt.,4878,True,18800,15,47000,28200,Ahrim's robeskirt 0.png,Ahrim's robeskirt 0,3247074,3288408,280
Dharok the Wretched's helm.,4884,True,41200,15,103000,61800,Dharok's helm 0.png,Dharok's helm 0,372640,358743,1037
Dharok the Wretched's greataxe.,4890,True,83200,15,208000,124800,Dharok's greataxe 0.png,Dharok's greataxe 0,2317102,2275180,886
Dharok the Wretched's platebody armour.,4896,True,112000,15,280000,168000,Dharok's platebody 0.png,Dharok's platebody 0,722699,703655,1116
Dharok the Wretched's plate leg armour.,4902,True,110000,15,275000,165000,Dharok's platelegs 0.png,Dharok's platelegs 0,1181859,1171564,1001
Guthan the Infested's helm.,4908,True,41200,15,103000,61800,Guthan's helm 0.png,Guthan's helm 0,179817,179817,42
Guthan the Infested's warspear.,4914,True,40000,15,100000,60000,Guthan's warspear 0.png,Guthan's warspear 0,135762,135762,33
Guthan the Infested's platebody armour.,4920,True,112000,15,280000,168000,Guthan's platebody 0.png,Guthan's platebody 0,314828,325334,30
Guthan the Infested's chainskirt.,4926,True,110000,15,275000,165000,Guthan's chainskirt 0.png,Guthan's chainskirt 0,209614,209614,37
Karil the Tainted's coif.,4932,True,5200,15,13000,7800,Karil's coif 0.png,Karil's coif 0,17222,16947,316
Karil the Tainted's repeating crossbow.,4938,True,64000,15,160000,96000,Karil's crossbow 0.png,Karil's crossbow 0,95347,95387,52
Karil the Tainted's leather body armour.,4944,True,20000,15,50000,30000,Karil's leathertop 0.png,Karil's leathertop 0,1854427,1832006,260
Karil the Tainted's leather skirt.,4950,True,18800,15,47000,28200,Karil's leatherskirt 0.png,Karil's leatherskirt 0,858285,846673,258
Torag the Corrupted's helm.,4956,True,41200,15,103000,61800,Torag's helm 0.png,Torag's helm 0,83883,83883,138
Torag the Corrupted's twin hammers.,4962,True,64000,15,160000,96000,Torag's hammers 0.png,Torag's hammers 0,95333,95333,19
Torag the Corrupted's platebody armour.,4968,True,112000,15,280000,168000,Torag's platebody 0.png,Torag's platebody 0,180344,180344,77
Torag the Corrupted's plate leg armour.,4974,True,110000,15,275000,165000,Torag's platelegs 0.png,Torag's platelegs 0,202804,200748,495
Verac the Defiled's helm.,4980,True,41200,15,103000,61800,Verac's helm 0.png,Verac's helm 0,71176,70707,222
Verac the Defiled's flail.,4986,True,64000,15,160000,96000,Verac's flail 0.png,Verac's flail 0,95302,95226,43
Verac the Defiled's brassard.,4992,True,112000,15,280000,168000,Verac's brassard 0.png,Verac's brassard 0,167493,167311,48
Verac the Defiled's plate skirt.,4998,True,110000,15,275000,165000,Verac's plateskirt 0.png,Verac's plateskirt 0,184238,182919,467
It's incredibly slimy.,5001,True,6,13000,15,9,Raw cave eel.png,Raw cave eel,195,195,9941
It's a bit slimy.,5003,True,6,10000,15,9,Cave eel.png,Cave eel,86,86,811
A helmet with an unlit lamp on it.,5014,True,240,4,600,360,Mining helmet.png,Mining helmet,1055,1037,191
Basic but brutal!,5016,True,240,4,600,360,Bone spear.png,Bone spear,1002,998,292
Basic but brutal!,5018,True,240,4,600,360,Bone club.png,Bone club,702,702,26
Far too small to wear.,5024,True,200,150,500,300,Woven top (brown).png,Woven top (brown),955,955,3
"Yellow top, too small for me.",5026,True,250,150,625,375,Woven top (yellow).png,Woven top (yellow),848,848,4
"Blue top, very tiny.",5028,True,260,150,650,390,Woven top (blue).png,Woven top (blue),1567,1567,8
Tiny!,5030,True,180,150,450,270,Shirt (brown).png,Shirt (brown),827,827,4
Tiny!,5032,True,240,150,600,360,Shirt (yellow).png,Shirt (yellow),1002,1002,9
Tiny!,5034,True,250,150,625,375,Shirt (lilac).png,Shirt (lilac),1006,1006,7
"A pair of long dwarven trousers... long for dwarves, of course.",5036,True,220,150,550,330,Trousers (brown).png,Trousers (brown),629,629,3
"A pair of long dwarven trousers... long for dwarves, of course.",5038,True,280,150,700,420,Trousers (lilac).png,Trousers (lilac),893,893,2
"A pair of long dwarven trousers... long for dwarves, of course.",5040,True,300,150,750,450,Trousers (blue).png,Trousers (blue),750,750,6
"These look great, on dwarves!",5042,True,112,150,280,168,Shorts (brown).png,Shorts (brown),1326,1326,6
Yellow shorts. Far too small for you.,5044,True,144,150,360,216,Shorts (yellow).png,Shorts (yellow),833,833,137
"Blue shorts, these would look great on dwarves!",5046,True,156,150,390,234,Shorts (blue).png,Shorts (blue),2520,2514,338
A brown skirt. Size small!,5048,True,140,150,350,210,Skirt (brown).png,Skirt (brown),659,659,19
Lilac skirt.,5050,True,220,150,550,330,Skirt (lilac).png,Skirt (lilac),932,932,8
A blue skirt.,5052,True,250,150,625,375,Skirt (blue).png,Skirt (blue),798,798,3
It's an empty bird's nest.,5075,True,181,11000,453,271,Bird nest (empty).png,Bird nest (empty),7554,7528,704750
A marigold seed - plant in a flower patch.,5096,True,1,600,2,1,Marigold seed 5.png,Marigold seed,1,1,82314
A rosemary seed - plant in a flower patch.,5097,True,1,600,4,2,Rosemary seed 5.png,Rosemary seed,1,1,34526
A nasturtium seed - plant in a flower patch.,5098,True,4,200,11,6,Nasturtium seed 5.png,Nasturtium seed,1,1,36390
A woad seed - plant in a flower patch.,5099,True,4,600,11,6,Woad seed 5.png,Woad seed,1,1,50126
A limpwurt seed - plant in a flower patch.,5100,True,4,600,12,7,Limpwurt seed 5.png,Limpwurt seed,12,12,122662
A redberry bush seed - plant in a bush patch.,5101,True,1,600,4,2,Redberry seed 5.png,Redberry seed,1,1,42808
A cadavaberry bush seed - plant in a bush patch.,5102,True,3,600,9,5,Cadavaberry seed 5.png,Cadavaberry seed,1,2,105604
A dwellberry bush seed - plant in a bush patch.,5103,True,10,600,25,15,Dwellberry seed 5.png,Dwellberry seed,3,3,25630
A jangerberry bush seed - plant in a bush patch.,5104,True,24,200,60,36,Jangerberry seed 5.png,Jangerberry seed,4,5,26697
A whiteberry bush seed - plant in a bush patch.,5105,True,53,200,133,79,Whiteberry seed 5.png,Whiteberry seed,3,3,20928
A poison ivy bush seed - plant in a bush patch.,5106,True,66,200,166,99,Poison ivy seed 5.png,Poison ivy seed,11,11,15842
A Cactus seed - plant in a cactus patch.,5280,True,39,200,99,59,Cactus seed 5.png,Cactus seed,43,41,14177
Also known as Deadly Nightshade - plant in a belladonna patch.,5281,True,70,200,177,106,Belladonna seed 5.png,Belladonna seed,145,146,11506
A Bittercap mushroom spore - plant in a mushroom patch.,5282,True,34,200,86,51,Mushroom spore 5.png,Mushroom spore,74,73,7370
Plant in a plantpot of soil to grow a sapling.,5283,True,5,200,13,7,Apple tree seed 5.png,Apple tree seed,10,10,21741
Plant in a plantpot of soil to grow a sapling.,5284,True,8,200,20,12,Banana tree seed 5.png,Banana tree seed,10,10,13699
Plant in a plantpot of soil to grow a sapling.,5285,True,12,200,31,18,Orange tree seed 5.png,Orange tree seed,10,10,13503
Plant in a plantpot of soil to grow a sapling.,5286,True,15,200,39,23,Curry tree seed 5.png,Curry tree seed,10,10,9861
Plant in a plantpot of soil to grow a sapling.,5287,True,29,200,74,44,Pineapple seed 5.png,Pineapple seed,73,72,14281
Plant in a plantpot of soil to grow a sapling.,5288,True,46,200,115,69,Papaya tree seed 5.png,Papaya tree seed,754,749,31190
Plant in a plantpot of soil to grow a sapling.,5289,True,101,200,254,152,Palm tree seed 5.png,Palm tree seed,28392,28050,27860
Plant in a plantpot of soil to grow a sapling.,5290,True,136,200,340,204,Calquat tree seed 5.png,Calquat tree seed,78,79,16260
A guam seed - plant in a herb patch.,5291,True,1,600,1,1,Guam seed 5.png,Guam seed,9,9,85301
A marrentill seed - plant in a herb patch.,5292,True,1,600,2,1,Marrentill seed 5.png,Marrentill seed,10,10,37489
A tarromin seed - plant in a herb patch.,5293,True,1,600,3,1,Tarromin seed 5.png,Tarromin seed,9,10,58413
A harralander seed - plant in a herb patch.,5294,True,1,600,4,2,Harralander seed 5.png,Harralander seed,12,12,47215
A ranarr seed - plant in a herb patch.,5295,True,20,200,50,30,Ranarr seed 5.png,Ranarr seed,33223,34182,198578
A toadflax seed - plant in a herb patch.,5296,True,4,600,10,6,Toadflax seed 5.png,Toadflax seed,996,955,152715
An irit seed - plant in a herb patch.,5297,True,2,600,5,3,Irit seed 5.png,Irit seed,105,103,46947
An avantoe seed - plant in a herb patch.,5298,True,3,200,8,4,Avantoe seed 5.png,Avantoe seed,6124,6161,48360
A kwuarm seed - plant in a herb patch.,5299,True,4,200,11,6,Kwuarm seed 5.png,Kwuarm seed,4577,4373,42695
A snapdragon seed - plant in a herb patch.,5300,True,24,200,60,36,Snapdragon seed 5.png,Snapdragon seed,46947,46316,159762
A cadantine seed - plant in a herb patch.,5301,True,2,200,7,4,Cadantine seed 5.png,Cadantine seed,8837,9095,29659
A lantadyme seed - plant in a herb patch.,5302,True,3,200,9,5,Lantadyme seed 5.png,Lantadyme seed,729,720,18398
A dwarf weed seed - plant in a herb patch.,5303,True,2,200,6,3,Dwarf weed seed 5.png,Dwarf weed seed,1321,1283,28662
A torstol seed - plant in a herb patch.,5304,True,28,200,70,42,Torstol seed 5.png,Torstol seed,12204,11820,100359
A barley seed - plant in a hops patch.,5305,True,1,2000,2,1,Barley seed 5.png,Barley seed,2,2,2467361
A jute plant seed - plant in a hops patch.,5306,True,2,2000,5,3,Jute seed 5.png,Jute seed,3,3,678469
A Hammerstone hop seed - plant in a hops patch.,5307,True,1,2000,2,1,Hammerstone seed 5.png,Hammerstone seed,3,3,1512019
An Asgarnian hop seed - plant in a hops patch.,5308,True,1,2000,3,1,Asgarnian seed 5.png,Asgarnian seed,3,3,640402
A Yanillian hop seed - plant in a hops patch.,5309,True,2,2000,6,3,Yanillian seed 5.png,Yanillian seed,5,5,176114
A Krandorian hop seed - plant in a hops patch.,5310,True,3,2000,8,4,Krandorian seed 5.png,Krandorian seed,3,3,96282
A Wildblood hop seed - plant in a hops patch.,5311,True,5,2000,14,8,Wildblood seed 5.png,Wildblood seed,17,17,114707
Plant this in a plantpot of soil to grow a sapling.,5312,True,2,200,6,3,Acorn 5.png,Acorn,113,115,47206
Plant this in a plantpot of soil to grow a sapling.,5313,True,6,200,16,9,Willow seed 5.png,Willow seed,70,71,30072
Plant this in a plantpot of soil to grow a sapling.,5314,True,19,200,48,28,Maple seed 5.png,Maple seed,5897,5938,34756
Plant this in a plantpot of soil to grow a sapling.,5315,True,57,200,143,85,Yew seed 5.png,Yew seed,25357,24878,50283
Plant this in a plantpot of soil to grow a sapling.,5316,True,168,200,422,253,Magic seed 5.png,Magic seed,75426,75349,37870
A potato seed - plant in an allotment.,5318,True,1,600,2,1,Potato seed 5.png,Potato seed,1,1,1448349
An onion seed - plant in an allotment.,5319,True,1,600,3,1,Onion seed 5.png,Onion seed,1,1,747645
A sweetcorn seed - plant in an allotment.,5320,True,3,600,8,4,Sweetcorn seed 5.png,Sweetcorn seed,1,1,133202
A watermelon seed - plant in an allotment.,5321,True,22,200,56,33,Watermelon seed 5.png,Watermelon seed,11,11,172796
A tomato seed - plant in an allotment.,5322,True,1,600,4,2,Tomato seed 5.png,Tomato seed,1,1,366157
A strawberry seed - plant in an allotment.,5323,True,7,600,18,10,Strawberry seed 5.png,Strawberry seed,3,3,122992
A cabbage seed - plant in an allotment.,5324,True,1,600,3,1,Cabbage seed 5.png,Cabbage seed,1,1,393794
Not suitable for archaeological digs.,5325,True,4,40,12,7,Gardening trowel.png,Gardening trowel,192,203,999
Good for pruning away diseased leaves.,5329,True,2,40,5,3,Secateurs.png,Secateurs,98,102,1906
This watering can is empty.,5331,True,3,40,8,4,Watering can.png,Watering can,198,198,9742
Use this to clear weeds.,5341,True,2,40,6,3,Rake.png,Rake,146,146,4278
Use this to plant seeds with.,5343,True,2,40,6,3,Seed dibber.png,Seed dibber,119,114,2711
A pair of gardening boots.,5345,True,10,150,25,15,Gardening boots.png,Gardening boots,3992,3992,10
An empty plant pot.,5350,True,1,10000,1,1,Empty plant pot.png,Empty plant pot,6,5,32636
An unfired plant pot.,5352,True,1,10000,1,1,Unfired plant pot.png,Unfired plant pot,135,135,0
A plant pot filled with soil.,5354,True,1,2000,1,1,Filled plant pot.png,Filled plant pot,3,3,328264
This sapling is ready to be replanted in a tree patch.,5370,True,1,200,1,1,Oak sapling.png,Oak sapling,346,361,12366
This sapling is ready to be replanted in a tree patch.,5371,True,1,200,1,1,Willow sapling.png,Willow sapling,459,443,28896
This sapling is ready to be replanted in a tree patch.,5372,True,1,200,1,1,Maple sapling.png,Maple sapling,7156,7003,33423
This sapling is ready to be replanted in a tree patch.,5373,True,1,200,1,1,Yew sapling.png,Yew sapling,28300,27328,53053
This sapling is ready to be replanted in a tree patch.,5374,True,1,100,1,1,Magic sapling.png,Magic sapling,77513,78137,45635
An empty fruit basket.,5376,True,1,10000,1,1,Basket.png,Basket,2,2,136851
A fruit basket filled with apples.,5386,True,1,600,1,1,Apples(5).png,Apples(5),792,781,32652
A fruit basket filled with oranges.,5396,True,1,600,1,1,Oranges(5).png,Oranges(5),811,787,41883
A fruit basket filled with strawberries.,5406,True,1,200,1,1,Strawberries(5).png,Strawberries(5),794,763,11255
A fruit basket filled with bananas.,5416,True,1,600,1,1,Bananas(5).png,Bananas(5),815,782,31527
An empty vegetable sack.,5418,True,1,10000,1,1,Empty sack.png,Empty sack,1,1,620341
There are 10 potatoes in this sack.,5438,True,1,600,1,1,Potatoes(10).png,Potatoes(10),1942,2009,2026
There are 10 onions in this sack.,5458,True,1,600,1,1,Onions(10).png,Onions(10),1335,1320,523
There are 10 cabbages in this sack.,5478,True,1,600,1,1,Cabbages(10).png,Cabbages(10),1469,1449,849
This sapling is ready to be replanted in a fruit tree patch.,5496,True,1,200,1,1,Apple sapling.png,Apple sapling,331,329,4082
This sapling is ready to be replanted in a fruit tree patch.,5497,True,1,200,1,1,Banana sapling.png,Banana sapling,281,281,3236
This sapling is ready to be replanted in a fruit tree patch.,5498,True,1,200,1,1,Orange sapling.png,Orange sapling,91,91,3560
This sapling is ready to be replanted in a fruit tree patch.,5499,True,1,200,1,1,Curry sapling.png,Curry sapling,429,425,5702
